id_group,type,x,y,cell_diameter,id_cell,id_layer,angle,radius,area
896,exodermis,0.19637121861207057,0.2770380175831274,0.018,12531,2,0.9357941443980708,0.3382006085213034,0.000385777821414182
897,exodermis,0.2037095986651293,0.2716945796912633,0.018,12545,2,0.9090573128997278,0.33821168671937557,0.00038788967965570936
898,exodermis,0.21090756473212854,0.2661630086230453,0.018,12559,2,0.8823200491755435,0.33823068154098507,0.0003970878272695143
899,exodermis,0.21795916741280788,0.2604412210922664,0.018,12573,2,0.8555824289699757,0.3382245932574489,0.00040196663419443055
900,exodermis,0.22483837538226106,0.2545105052730666,0.018,12587,2,0.8288453055847815,0.33820776921636,0.0003925986423606778
901,exodermis,0.23155057163692527,0.24839585216169452,0.018,12601,2,0.8021085493822887,0.33819886203125027,0.00038686322258566484
902,exodermis,0.23810299951826958,0.24211311387969192,0.018,12615,2,0.7753719344186106,0.338197872322221,0.0003860456371111079
903,exodermis,0.24449064506423202,0.2356631726489447,0.018,12629,2,0.7486352347095407,0.33820480015827453,0.0003879876344048514
904,exodermis,0.2507094469611876,0.22905013460299356,0.018,12643,2,0.7218982242950951,0.338219645057319,0.00039688646967022155
905,exodermis,0.2567550503433868,0.2222772757478173,0.018,12657,2,0.6951606863936587,0.33823666701857835,0.0004040924489395274
906,exodermis,0.26261621302860555,0.21533887231233284,0.018,12671,2,0.6684232793211258,0.33821569321406036,0.000390889337215078
907,exodermis,0.26826050506563925,0.20822336162626806,0.018,12685,2,0.6416863609364466,0.338202635749858,0.0003868476560849562
908,exodermis,0.27372203080936464,0.20097196305906312,0.018,12699,2,0.6149497053458021,0.3381974955514511,0.00038581393083836265
